name,power,accuracy,type,damage_class,description,pokemon_names
darkest-lariat,85,100,dark,physical,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.","dusknoir,electivire,golurk,krookodile,machamp,mew,pangoro,poliwrath,snorlax,swampert"
coaching,,,fighting,status,Inflicts regular damage.,"blaziken,chesnaught,cobalion,combusken,conkeldurr,croagunk,emboar,gallade,gurdurr,hariyama,hawlucha,heracross,hitmonchan,hitmonlee,hitmontop,infernape,lucario,machamp,machoke,machop,makuhita,mew,mienfoo,mienshao,pancham,pangoro,pignite,poliwrath,riolu,sawk,scrafty,scraggy,terrakion,throh,toxicroak,virizion"
barrier,,,psychic,status,Raises the user's Defense by two stages.,"abra,amaura,bergmite,clamperl,cloyster,corsola,drowzee,elekid,elgyem,espurr,glaceon,hypno,lileep,magnezone,mew,mewtwo,mudkip,munna,porygon,shellder,staryu,tentacool,tentacruel"
psycho-shift,,100,psychic,status,"If the user has a major status effect and the target does not, the user's status is transferred to the target.","abra,hoothoot,latias,latios,murkrow,noctowl,sigilyph,spinda,togepi,woobat,xatu"
power-trick,,,psychic,status,"The user's original Attack and Defense are swapped.

This effect is passed on by baton pass.","abra,baltoy,claydol,doublade,gligar,honedge,machop,medicham,meditite,pineco,shuckle"
guard-swap,,,psychic,status,User swaps its Defense and Special Defense modifiers with the target.,"abra,accelgor,baltoy,beheeyem,bronzong,bronzor,carbink,carracosta,castform,claydol,cofagrigus,diancie,drowzee,duosion,elgyem,gardevoir,girafarig,gothita,gothitelle,gothorita,inkay,kadabra,magcargo,malamar,mawile,meditite,mew,mewtwo,munna,musharna,porygon,porygon-z,porygon2,quagsire,reuniclus,shelmet,skarmory,slugma,solosis,tirtouga,umbreon,victini,wooper,xatu"
trick-room,,,psychic,status,"For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.

Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.","abra,aromatisse,audino,azelf,baltoy,banette,beheeyem,braixen,bronzong,bronzor,carbink,celebi,chandelure,chimecho,chingling,claydol,cofagrigus,delphox,diancie,drifblim,drifloon,drowzee,duosion,dusclops,dusknoir,duskull,elgyem,espeon,espurr,exeggcute,exeggutor,fennekin,frillish,gallade,gardevoir,gastly,gengar,girafarig,gothita,gothitelle,gothorita,grumpig,haunter,hypno,inkay,jellicent,jirachi,jynx,kadabra,kecleon,kirlia,klefki,klinklang,lampent,litwick,lunatone,malamar,medicham,meditite,mesprit,mew,mewtwo,misdreavus,mismagius,munna,musharna,phantump,porygon,porygon-z,porygon2,ralts,reuniclus,shuppet,sigilyph,slowbro,slowking,slowpoke,smoochum,solosis,solrock,spinda,spiritomb,spoink,spritzee,stantler,starmie,swoobat,trevenant,uxie,victini,whimsicott,woobat,xatu,yamask"
guard-split,,,psychic,status,Averages the user's unmodified Defense with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.,"abra,baltoy,bastiodon,beheeyem,carbink,claydol,cofagrigus,diancie,elgyem,latias,rhydon,rhyhorn,rhyperior,shelmet,shieldon,shuckle,spinda,yamask"
psychic-terrain,,,psychic,status,"Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.

All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.)  Additionally, when a Pokémon on the ground uses a psychic-type move, that move's power is increased to 1.5×.

If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5.","abra,baltoy,beheeyem,braixen,bronzong,bronzor,celebi,claydol,delphox,drowzee,duosion,espeon,exeggutor,fennekin,gallade,gardevoir,girafarig,gothita,gothitelle,gothorita,grumpig,hypno,jynx,kadabra,kirlia,lunatone,medicham,meditite,mew,mewtwo,musharna,ralts,reuniclus,slowbro,slowking,slowpoke,solosis,solrock,spoink"
recover,,,normal,status,Heals the user for half its max HP.,"accelgor,avalugg,beheeyem,bergmite,celebi,chimecho,chingling,corsola,cryogonal,duosion,elgyem,frillish,gardevoir,gastrodon,ho-oh,jellicent,kadabra,kecleon,latias,latios,lileep,lugia,magcargo,medicham,meditite,mesprit,mewtwo,milotic,petilil,porygon,porygon-z,porygon2,reuniclus,shellos,shelmet,slugma,solosis,starmie,staryu,vespiquen,wooper"
kinesis,,80,psychic,status,Lowers the target's accuracy by one stage.,kadabra
miracle-eye,,,psychic,status,Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A dark Pokémon under this effect takes normal damage from psychic moves.  This move itself ignores accuracy and evasion modifiers.,"beheeyem,elgyem,gothita,kadabra,metagross,metang,mewtwo,sigilyph,smoochum,xatu"
psycho-cut,70,100,psychic,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,"absol,azelf,bisharp,celebi,doublade,drowzee,exeggutor,gallade,haxorus,honedge,inkay,jynx,kabutops,kadabra,latias,latios,liepard,malamar,meditite,mesprit,metagross,metang,mew,mewtwo,pawniard,scizor,scyther,sigilyph,sneasel,spinda,starmie,swoobat,uxie,weavile,woobat"
rolling-kick,60,85,fighting,physical,Inflicts regular damage.  Has a 30% chance to make the target flinch.,"elekid,hitmonlee,hitmontop,machop"
mach-punch,40,100,fighting,physical,Inflicts regular damage.,"breloom,conkeldurr,gurdurr,hitmonchan,hitmonlee,hitmontop,infernape,ledian,ledyba,lopunny,lucario,machamp,machoke,machop,magmar,magmortar,monferno,tyrogue"
vital-throw,70,,fighting,physical,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,"hariyama,machamp,machoke,machop,makuhita,mienfoo,pancham,pangoro,pinsir,throh"
bullet-punch,40,100,steel,physical,Inflicts regular damage.,"croagunk,hitmonchan,hitmonlee,hitmontop,lucario,machamp,machoke,machop,makuhita,meditite,metagross,metang,pangoro,riolu,scizor,tyrogue"
double-hit,35,90,normal,physical,Inflicts regular damage.  Hits twice in one turn.,"aipom,ambipom,azelf,buizel,buneary,corphish,crawdaunt,deino,dodrio,doduo,floatzel,girafarig,hydreigon,kangaskhan,lopunny,machamp,machoke,machop,mamoswine,mesprit,pinsir,piplup,ponyta,rapidash,scizor,scyther,sneasel,tangela,tangrowth,uxie,weezing,zangoose,zweilous"
heavy-slam,,100,steel,physical,"Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
","aggron,aron,avalugg,bastiodon,boldore,bronzong,bronzor,camerupt,carbink,cobalion,crustle,cubchoo,donphan,eelektross,emboar,forretress,gigalith,golem,golett,golurk,graveler,grotle,groudon,hariyama,hippowdon,kyogre,lairon,machamp,machoke,machop,magnemite,magneton,magnezone,makuhita,mamoswine,metagross,metang,mew,miltank,nosepass,phanpy,pignite,probopass,rampardos,regice,regirock,registeel,rhydon,rhyhorn,rhyperior,shieldon,slaking,snorlax,steelix,tepig,torkoal,torterra,turtwig,tyranitar,volcanion,wailmer,wailord"
wring-out,,100,normal,special,"Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.","bellsprout,carnivine,chikorita,cradily,frillish,gulpin,jellicent,jynx,kabuto,kabutops,lickilicky,lickitung,lileep,octillery,omanyte,serperior,seviper,snivy,swalot,tangela,tangrowth,tentacool,tentacruel,weepinbell"
clear-smog,50,,poison,special,Inflicts regular damage.  All of the target's stat modifiers are reset to zero.,"amoonguss,bellsprout,castform,chandelure,drifloon,foongus,garbodor,gastly,gulpin,horsea,kingdra,koffing,lampent,litwick,magcargo,magmar,magmortar,seadra,shellos,slugma,torkoal,trubbish,victreebel,wailmer,weepinbell,weezing"
leaf-blade,90,100,grass,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,"celebi,gallade,gogoat,grotle,grovyle,leafeon,leavanny,lilligant,mew,nuzleaf,sceptile,serperior,shiftry,skiddo,snivy,torterra,tropius,turtwig,victreebel,virizion"
leaf-tornado,65,90,grass,special,Inflicts regular damage.  Has a 50% chance to lower the target's accuracy by one stage.,"carnivine,serperior,shiftry,snivy,tropius,victreebel"
aurora-beam,65,100,ice,special,Inflicts regular damage.  Has a 10% chance to lower the target's Attack by one stage.,"amaura,aurorus,cloyster,cryogonal,delibird,dewgong,finneon,horsea,kabuto,kingdra,lapras,octillery,omanyte,remoraid,seadra,sealeo,seel,shellder,spheal,staryu,suicune,tentacool,tentacruel,vaporeon,xerneas"
constrict,10,100,normal,physical,Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.,"ariados,cradily,drifblim,drifloon,frillish,inkay,lileep,malamar,octillery,omanyte,omastar,shuckle,spinarak,tangela,tangrowth,tentacool,tentacruel"
acid-armor,,,poison,status,Raises the user's Defense by two stages.,"accelgor,chandelure,cryogonal,duosion,frillish,goomy,grimer,gulpin,jellicent,lampent,litwick,magcargo,muk,reuniclus,shellos,shelmet,skrelp,sliggoo,slugma,solosis,tentacool,tentacruel,vanillish,vanillite,vanilluxe,vaporeon"
acupressure,,,normal,status,"Raises one of the target's stats by two stages.  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible, this move will fail.

If the target has a substitute, this move will have no effect, even if the user is the target.

This move cannot be copied by mirror move.","croagunk,dodrio,doduo,drapion,goldeen,inkay,malamar,maractus,medicham,meditite,qwilfish,shuckle,skorupi,tentacool,tentacruel"
reflect-type,,,normal,status,User's type changes to match the target's.,"castform,gastly,gengar,latias,mew,omanyte,staryu,stunfisk,tentacruel"
rock-throw,50,90,rock,physical,Inflicts regular damage.,"aerodactyl,amaura,archen,archeops,aurorus,bonsly,carbink,conkeldurr,diancie,geodude,golem,graveler,gurdurr,kabuto,kabutops,larvitar,lunatone,magcargo,marshtomp,mudkip,nosepass,omanyte,omastar,probopass,pupitar,regirock,rhydon,rhyhorn,shuckle,slugma,solrock,steelix,sudowoodo,swampert,tirtouga,tyranitar,tyrunt"
explosion,250,100,normal,physical,"User faints, even if the attack fails or misses.  Inflicts regular damage.","azelf,baltoy,boldore,bonsly,bronzong,camerupt,carbink,claydol,cloyster,corsola,cryogonal,diancie,drifblim,drifloon,duosion,electrode,exeggcute,exeggutor,ferroseed,forretress,garbodor,gastly,genesect,gengar,geodude,gigalith,glalie,golem,graveler,grimer,gulpin,haunter,koffing,lickilicky,lunatone,magcargo,magnemite,magneton,magnezone,metagross,metang,mew,muk,nosepass,nuzleaf,pineco,probopass,qwilfish,regice,regirock,registeel,reuniclus,seedot,shellder,shiftry,solosis,solrock,steelix,stunky,sudowoodo,swalot,torkoal,trubbish,vanillish,vanillite,vanilluxe,volcanion,voltorb,weezing"
hammer-arm,100,90,fighting,physical,"Inflicts regular damage, then lowers the user's Speed by one stage.","chesnaught,conkeldurr,cranidos,darumaka,diggersby,electabuzz,electivire,elekid,emboar,geodude,golem,golett,golurk,graveler,groudon,gurdurr,kangaskhan,kingler,krabby,lickitung,metagross,miltank,pangoro,rampardos,regice,regirock,registeel,reuniclus,rhydon,rhyperior,slaking,slakoth,snorlax,sudowoodo,swampert,ursaring,whismur"
rock-polish,,,rock,status,Raises the user's Speed by two stages.,"aerodactyl,aggron,amaura,anorith,archen,archeops,armaldo,aron,aurorus,avalugg,baltoy,barbaracle,bastiodon,bergmite,binacle,bisharp,boldore,bonsly,bronzong,bronzor,camerupt,carbink,carracosta,claydol,cobalion,corsola,cradily,cranidos,crustle,diancie,donphan,durant,dwebble,ferroseed,forretress,garbodor,genesect,geodude,gigalith,gligar,gliscor,golem,golett,golurk,graveler,groudon,kabuto,kabutops,klang,klink,klinklang,lairon,larvitar,lileep,lunatone,magcargo,metagross,metang,mew,nosepass,omanyte,omastar,pawniard,probopass,pupitar,rampardos,regice,regirock,registeel,rhydon,rhyhorn,rhyperior,shieldon,shuckle,solrock,steelix,sudowoodo,terrakion,tirtouga,torterra,tyranitar,tyrantrum,tyrunt"
autotomize,,,steel,status,Raises the user's Speed by two stages.  Halves the user's weight; this effect does not stack.,"aggron,aron,doublade,forretress,geodude,honedge,klang,klink,klinklang,lairon,pineco,skarmory,steelix,trubbish,vanillite"
hard-press,,100,steel,physical,,"abomasnow,bastiodon,bronzong,conkeldurr,crawdaunt,dusknoir,emboar,forretress,golem,golurk,graveler,hippowdon,magnezone,mamoswine,metagross,metang,mew,probopass,regirock,registeel,scizor,shieldon,slaking,snorlax,swampert,torterra,tyranitar"
steamroller,65,100,bug,physical,"Inflicts regular damage.  Has a 30% chance to make the target flinch.

Power is doubled against Pokémon that have used minimize since entering the field.","golem,scolipede,venipede,whirlipede"
stomp,65,100,normal,physical,"Inflicts regular damage.  Has a 30% chance to make the target flinch.

Power is doubled against Pokémon that have used minimize since entering the field.","aron,bouffalant,cranidos,entei,exeggutor,exploud,girafarig,kangaskhan,kingler,krabby,larvitar,lickilicky,lickitung,loudred,marshtomp,miltank,mudkip,ponyta,rampardos,rapidash,regice,regirock,registeel,rhydon,rhyhorn,rhyperior,slowbro,slowpoke,snover,stantler,swampert,tauros,tropius,tyrantrum,tyrunt,volcanion,whismur,zebstrika"
slack-off,,,normal,status,Heals the user for half its max HP.,"chimchar,hippopotas,hippowdon,infernape,monferno,slaking,slakoth,slowbro,slowking,slowpoke,vigoroth"
snowscape,,,ice,status,,"abomasnow,alomomola,altaria,articuno,avalugg,azumarill,bergmite,blissey,chansey,cloyster,cryogonal,cubchoo,delibird,dewgong,dewott,diancie,dragalge,dragonite,empoleon,froakie,frogadier,gastrodon,glaceon,glalie,greninja,grumpig,happiny,kingdra,kyurem,lapras,luvdisc,mamoswine,marill,mew,misdreavus,mismagius,oshawott,pelipper,piloswine,piplup,prinplup,quagsire,regice,samurott,seadra,seel,shellder,shellos,skrelp,slowbro,slowking,slowpoke,sneasel,snorunt,snover,spoink,suicune,swinub,weavile,wingull,wooper"
razor-shell,75,95,water,physical,Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.,"barbaracle,binacle,carracosta,cloyster,corphish,crawdaunt,dewott,escavalier,kabutops,kingler,krabby,mew,oshawott,samurott,shellder,slowbro,slowking"
sonic-boom,,90,normal,special,Inflicts exactly 20 damage.,"buizel,electrode,floatzel,flygon,magnemite,magneton,magnezone,munna,spinarak,vibrava,voltorb,yanma,yanmega"
lock-on,,,normal,status,"If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores accuracy and evasion modifiers.

One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as dig or fly.

If the target uses detect or protect while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.

This effect is passed on by baton pass.","genesect,klang,klefki,klink,klinklang,magnemite,magneton,magnezone,nosepass,octillery,porygon,porygon-z,porygon2,probopass,regice,regirock,registeel,remoraid"
metal-sound,,85,steel,status,Lowers the target's Special Defense by two stages.,"aggron,aron,bastiodon,bisharp,bronzong,bronzor,cobalion,doublade,drilbur,durant,electabuzz,electivire,electrode,elekid,empoleon,excadrill,forretress,genesect,honedge,jirachi,jolteon,kabuto,kabutops,klang,klefki,klink,klinklang,lairon,lucario,magnemite,magneton,magnezone,mew,pawniard,probopass,registeel,shieldon,skarmory,voltorb,zapdos"
mirror-shot,65,85,steel,special,Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.,"ferroseed,forretress,klang,klefki,klink,klinklang,magnemite,magneton,magnezone,vanillish,vanillite,vanilluxe"
magnet-bomb,60,,steel,physical,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,"genesect,magnemite,magneton,magnezone,probopass"
steel-beam,140,95,steel,special,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.","aggron,aron,bastiodon,beldum,bisharp,bronzong,bronzor,cobalion,doublade,durant,empoleon,escavalier,excadrill,ferroseed,forretress,genesect,honedge,jirachi,klang,klefki,klink,klinklang,lairon,lucario,magnemite,magneton,magnezone,mawile,metagross,metang,mew,nosepass,pawniard,probopass,registeel,scizor,shieldon,skarmory,steelix"
jump-kick,100,95,fighting,physical,"Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.

This move cannot be used while gravity is in effect.","buneary,deerling,dodrio,doduo,hitmonlee,lopunny,mienfoo,mienshao,sawsbuck,stantler"
